id	@id	addr:housenumber	addr:street	created_by	image:0	image:1	image:2	name	repair	shop	@timestamp	@version	@changeset	@user	@uid	addr:postcode	description	operator	phone	tourism	website	amenity	dispensing	opening_hours	service:bicycle:diy	service:bicycle:rental	service:bicycle:repair	service:bicycle:retail	service:bicycle:second_hand	ref:UrbIS	bicycle_parking	capacity	covered	contact:phone	contact:website	fee	crossing	highway	ele	ele:msl	ele:source	source	addr:city	addr:city:fr	addr:city:nl	addr:country	bottle	image	mapillary	mapillary_url	stateofrepair	survey:date	cuisine	drive_through	internet_access	smoking	takeaway	crossing_ref	tactile_paving	recycling:clothes	recycling_type	location	recycling:glass_bottles	bicycle	manometer	manual	pressure	pump	service:bicycle:pump	service:bicycle:tools	valves	brand	ownership	service:bicycle:chain_tool	service:bicycle:pump:operational_status	recycling:glass	recycling:paper	contact:facebook	email	diet:vegetarian	access	addr:street:fr	addr:street:nl	maxheight	parking	payment:american_express	payment:cash	payment:maestro	payment:mastercard	payment:visa	wheelchair	fixme	opening_date	was:contact:facebook	was:description	was:name	service:bicycle:stand	natural
node/7733871637	node/7733871637				https://i.imgur.com/7Rjnh6M.jpg						2020-07-21T13:04:14	2	88296155	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7733872444	node/7733872444										2020-07-21T12:53:36	1	88295646	bxl-forever	2644288							bicycle_parking																																																																												
node/7733872449	node/7733872449										2020-07-21T12:55:37	1	88295743	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733872451	node/7733872451				https://i.imgur.com/xHYkdVy.jpg						2020-07-21T14:34:37	2	88299619	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733873162	node/7733873162										2020-07-21T12:53:03	2	88295618	bxl-forever	2644288							bicycle_parking									shed																																																																			
node/7733873696	node/7733873696										2020-07-21T12:57:45	1	88295825	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733873697	node/7733873697										2020-07-21T12:57:57	1	88295839	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733873698	node/7733873698										2020-07-21T12:57:57	1	88295839	VéloJesse	7490172							bicycle_parking									two-tier																																																																			
node/7733874896	node/7733874896										2020-07-21T13:04:32	1	88296165	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733874897	node/7733874897										2020-07-21T13:04:32	1	88296165	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733874898	node/7733874898										2020-07-21T13:04:32	1	88296165	VéloJesse	7490172							bicycle_parking									wall_loops																																																																			
node/7733876327	node/7733876327										2020-07-21T13:06:02	1	88296230	vVYou	11526185							drinking_water																																																																												
node/7733876364	node/7733876364				https://i.imgur.com/YJl4PKB.jpg						2020-07-21T14:35:52	2	88299663	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733879411	node/7733879411										2020-07-21T13:02:25	1	88296073	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733881002	node/7733881002										2020-07-21T12:59:14	1	88295908	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733881189	node/7733881189										2020-07-21T12:58:54	1	88295895	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733881190	node/7733881190				https://i.imgur.com/6MabfuY.jpg						2020-07-21T13:02:57	1	88296098	349499	7006347							bicycle_parking									shed																																																																			
node/7733882288	node/7733882288										2020-07-21T13:01:41	1	88296036	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733882588	node/7733882588				https://i.imgur.com/WOEesWi.jpg						2020-07-21T12:58:36	1	88295875	Eleuthere	279790							bicycle_parking									stands																																																																			
node/7733883250	node/7733883250										2020-07-21T12:57:40	1	88295820	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733885717	node/7733885717				https://i.imgur.com/Fx25GoL.jpg					bicycle	2020-07-21T13:00:40	2	88295987	Katlijndc	10954098																																																																																			
node/7733891778	node/7733891778				https://i.imgur.com/SKXazBy.jpg						2020-07-21T13:04:58	1	88296181	349499	7006347							bicycle_parking									stands																																																																			
node/7733891779	node/7733891779										2020-07-21T13:06:09	1	88296231	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733893693	node/7733893693										2020-07-21T13:03:57	1	88296143	bxl-forever	2644288							bicycle_parking																																																																												
node/7733893694	node/7733893694										2020-07-21T13:03:57	1	88296143	bxl-forever	2644288							bicycle_parking																																																																												
node/7733893695	node/7733893695										2020-07-21T13:03:57	1	88296143	bxl-forever	2644288							bicycle_parking																																																																												
node/7733893696	node/7733893696										2020-07-21T13:03:57	1	88296143	bxl-forever	2644288							bicycle_parking																																																																												
node/7733894844	node/7733894844				https://i.imgur.com/AqA1cpI.jpg						2020-07-21T13:04:14	1	88296156	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733896334	node/7733896334				https://i.imgur.com/VpzmUO3.jpg						2020-07-21T13:07:24	1	88296281	Eleuthere	279790							bicycle_parking									stands																																																																			
node/7733900710	node/7733900710										2020-07-21T13:09:49	1	88296391	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733901926	node/7733901926				https://i.imgur.com/6RKYfHK.jpg						2020-07-21T14:36:13	2	88299677	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733904144	node/7733904144				https://i.imgur.com/IDFnwAY.jpg						2020-07-21T13:05:31	1	88296203	Alice_Detollenaere	3664236							bicycle_parking																																																																												
node/7733906364	node/7733906364										2020-07-21T13:09:15	2	88296363	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7733906443	node/7733906443				https://i.imgur.com/DQM2Sgt.jpg						2020-07-21T13:09:37	1	88296380	349499	7006347							bicycle_parking									stands																																																																			
node/7733906452	node/7733906452										2020-07-21T13:16:14	1	88296677	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733906483	node/7733906483				https://i.imgur.com/KCDaAzm.jpg						2020-07-21T13:25:56	2	88297139	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733906498	node/7733906498				https://i.imgur.com/e6Uq76v.jpg						2020-07-21T13:04:56	2	88296178	Eleuthere	279790							bicycle_parking																																																																												
node/7733907597	node/7733907597										2020-07-21T13:04:49	1	88296174	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733907598	node/7733907598										2020-07-21T13:04:49	1	88296174	vVYou	11526185							drinking_water																									no																																																			
node/7733918113	node/7733918113				https://i.imgur.com/9b19d6k.jpg						2020-07-21T13:09:43	2	88296385	matterYflow	7924617							bicycle_parking																																																																												
node/7733919763	node/7733919763				https://i.imgur.com/h1xW2dO.jpg						2020-07-21T13:13:15	4	88296554	Eleuthere	279790							bicycle_repair_station																																															yes	yes																												
node/7733920478	node/7733920478										2020-07-21T13:10:13	1	88296406	Katlijndc	10954098							bicycle_parking																																																																												
node/7733923566	node/7733923566										2020-07-21T13:08:14	1	88296319	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733926768	node/7733926768										2020-07-21T13:14:05	1	88296590	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733927517	node/7733927517										2020-07-21T13:08:43	1	88296343	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733927518	node/7733927518										2020-07-21T13:08:43	1	88296343	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733928447	node/7733928447				https://i.imgur.com/eyM9xla.jpg						2020-07-21T13:11:37	3	88296470	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733929527	node/7733929527				https://i.imgur.com/VOYQ1tM.jpg						2020-07-21T13:14:42	1	88296620	349499	7006347							bicycle_parking									stands																																																																			
node/7733929534	node/7733929534										2020-07-21T13:15:31	1	88296651	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733929535	node/7733929535										2020-07-21T13:15:31	1	88296651	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733933737	node/7733933737				https://i.imgur.com/1M6LZEZ.jpg						2020-07-21T13:07:48	1	88296298	349499	7006347							bicycle_parking									stands																																																																			
node/7733937137	node/7733937137				https://i.imgur.com/tybpsNJ.jpg						2020-07-21T13:08:31	2	88296329	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733937372	node/7733937372										2020-07-21T13:12:41	1	88296530	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733938738	node/7733938738				https://i.imgur.com/jTn5lCW.jpg						2020-07-21T13:22:54	2	88296996	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733939295	node/7733939295				https://i.imgur.com/kwxGRrl.jpg						2020-07-21T14:37:09	2	88299707	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733939296	node/7733939296										2020-07-21T13:13:08	1	88296550	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733939341	node/7733939341										2020-07-21T13:29:46	1	88297298	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733939575	node/7733939575				https://i.imgur.com/DzbBvvi.jpg						2020-07-21T13:10:18	2	88296413	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7733941918	node/7733941918				https://i.imgur.com/eaUbjcE.jpg						2020-07-21T14:37:47	2	88299733	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733944126	node/7733944126										2020-07-21T13:11:16	1	88296454	bxl-forever	2644288							bicycle_parking																																																																												
node/7733944127	node/7733944127										2020-07-21T13:11:16	1	88296454	bxl-forever	2644288							bicycle_parking																																																																												
node/7733944128	node/7733944128										2020-07-21T13:11:16	1	88296454	bxl-forever	2644288							bicycle_parking																																																																												
node/7733944129	node/7733944129										2020-07-21T13:11:16	1	88296454	bxl-forever	2644288							bicycle_parking																																																																												
node/7733945531	node/7733945531										2020-07-21T13:18:15	1	88296771	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733945532	node/7733945532										2020-07-21T13:18:15	1	88296771	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733945533	node/7733945533										2020-07-21T13:18:15	1	88296771	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733946030	node/7733946030										2020-07-21T13:11:17	1	88296455	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733946678	node/7733946678										2020-07-21T13:45:26	1	88298036	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733948348	node/7733948348										2020-07-21T13:17:26	1	88296732	Katlijndc	10954098							bicycle_parking																																																																												
node/7733948911	node/7733948911				https://i.imgur.com/4aTXB4w.jpg						2020-07-21T13:12:32	2	88296519	Alice_Detollenaere	3664236							bicycle_parking									stands																																																																			
node/7733949214	node/7733949214										2020-07-21T13:14:50	1	88296626	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733949215	node/7733949215										2020-07-21T13:14:50	1	88296626	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733950344	node/7733950344										2020-07-21T13:15:01	1	88296631	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733952191	node/7733952191				https://i.imgur.com/jk3ZlKS.jpg						2020-07-21T13:08:46	1	88296347	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7733952324	node/7733952324				https://i.imgur.com/6njq7WF.jpg						2020-07-21T14:37:15	2	88299710	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733953281	node/7733953281				https://i.imgur.com/gIsD2wq.jpg						2020-07-21T13:41:37	2	88297854	joost schouppe	67832							bicycle_parking																																																																												
node/7733954015	node/7733954015				https://i.imgur.com/4FkHe12.jpg						2020-07-21T13:12:42	2	88296531	Piotr Barczak	11526233							bicycle_parking									shed																																																																			
node/7733956148	node/7733956148										2020-07-21T13:13:56	1	88296584	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733956190	node/7733956190										2020-07-21T13:12:23	1	88296511	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733956786	node/7733956786				https://i.imgur.com/cIoooQM.jpg						2020-07-21T14:38:08	2	88299742	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733957358	node/7733957358				https://i.imgur.com/Gfav1Ml.jpg						2020-07-21T14:39:18	2	88299775	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733958164	node/7733958164				https://i.imgur.com/tGCZD0L.jpg						2020-07-21T14:38:35	2	88299753	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733958433	node/7733958433										2020-07-21T13:22:12	1	88296958	bxl-forever	2644288							bicycle_parking																																																																												
node/7733958434	node/7733958434										2020-07-21T13:22:12	1	88296958	bxl-forever	2644288							bicycle_parking																																																																												
node/7733958435	node/7733958435										2020-07-21T13:22:12	1	88296958	bxl-forever	2644288							bicycle_parking																																																																												
node/7733959011	node/7733959011										2020-07-21T13:14:13	1	88296594	bxl-forever	2644288							bicycle_parking																																																																												
node/7733959386	node/7733959386				https://i.imgur.com/hmAPl3n.jpg						2020-07-21T13:17:24	2	88296729	Alice_Detollenaere	3664236							bicycle_parking									stands																																																																			
node/7733960157	node/7733960157				https://i.imgur.com/qF0Rdc4.jpg						2020-07-21T14:43:39	2	88299960	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733960167	node/7733960167										2020-07-21T13:44:22	1	88297979	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7733962960	node/7733962960										2020-07-21T13:19:40	1	88296833	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733962972	node/7733962972				https://i.imgur.com/fvN1u5S.jpg						2020-07-21T13:35:04	1	88297546	Piotr Barczak	11526233							bicycle_parking																																																																												
node/7733965233	node/7733965233										2020-07-21T13:20:28	1	88296870	Katlijndc	10954098							bicycle_parking																																																																												
node/7733965280	node/7733965280				https://i.imgur.com/CiOppgR.jpg						2020-07-21T13:30:55	2	88297356	Piotr Barczak	11526233							bicycle_parking																																																																												
node/7733965479	node/7733965479				https://i.imgur.com/mbOUEGf.jpg						2020-07-21T13:26:08	2	88297150	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7733965797	node/7733965797										2020-07-21T13:16:37	1	88296690	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733966744	node/7733966744				https://i.imgur.com/5IBGm9Q.jpg						2020-07-21T13:33:53	1	88297501	Piotr Barczak	11526233							bicycle_repair_station																																															yes	yes																												
node/7733967121	node/7733967121										2020-07-21T13:17:13	1	88296716	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733968984	node/7733968984										2020-07-21T13:22:15	1	88296961	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733969198	node/7733969198										2020-07-21T13:31:15	1	88297371	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733970062	node/7733970062				https://i.imgur.com/lq2OOk8.jpg						2020-07-21T13:24:07	1	88297053	Alice_Detollenaere	3664236							bicycle_parking																																																																												
node/7733972142	node/7733972142										2020-07-21T13:20:46	1	88296888	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733972143	node/7733972143										2020-07-21T13:23:56	1	88297045	Katlijndc	10954098							bicycle_parking																																																																												
node/7733972619	node/7733972619										2020-07-21T13:19:17	1	88296820	Katlijndc	10954098							bicycle_parking																																																																												
node/7733974989	node/7733974989										2020-07-21T13:21:50	1	88296933	Katlijndc	10954098							bicycle_parking																																																																												
node/7733976159	node/7733976159				https://i.imgur.com/ci1talJ.jpg						2020-07-21T13:27:09	2	88297194	Piotr Barczak	11526233							bicycle_parking									shed																																																																			
node/7733977884	node/7733977884										2020-07-21T13:38:01	1	88297685	Katlijndc	10954098							bicycle_parking																																																																												
node/7733978046	node/7733978046				https://i.imgur.com/6UouMEp.jpg						2020-07-21T14:39:47	2	88299797	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733978047	node/7733978047				https://i.imgur.com/jXHKF0S.jpg						2020-07-21T13:22:06	1	88296951	Eleuthere	279790							bicycle_parking									stands																																																																			
node/7733978372	node/7733978372				https://i.imgur.com/wdASMzk.jpg						2020-07-21T13:27:00	1	88297184	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733979015	node/7733979015										2020-07-21T13:24:58	1	88297088	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979016	node/7733979016										2020-07-21T13:24:58	1	88297088	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979017	node/7733979017										2020-07-21T13:24:58	1	88297088	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979143	node/7733979143										2020-07-21T13:51:50	1	88298306	Manon Bld	11526281							bicycle_parking									stands																																																																			
node/7733979144	node/7733979144										2020-07-21T13:53:23	1	88298373	Driesvr	4757701							bicycle_parking																																																																												
node/7733979334	node/7733979334										2020-07-21T13:28:29	1	88297239	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979335	node/7733979335										2020-07-21T13:28:29	1	88297239	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979336	node/7733979336										2020-07-21T13:28:29	1	88297239	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733979530	node/7733979530										2020-07-21T13:28:18	1	88297232	bxl-forever	2644288							bicycle_parking																																																																												
node/7733981233	node/7733981233				https://i.imgur.com/kP6h53J.jpg						2020-07-21T14:40:23	2	88299816	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733982025	node/7733982025										2020-07-21T13:25:17	1	88297104	Eleuthere	279790							bicycle_parking																																																																												
node/7733982377	node/7733982377				https://i.imgur.com/8E6DBnG.jpg						2020-07-21T13:38:41	1	88297716	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733982627	node/7733982627				https://i.imgur.com/F1vWxk5.jpg						2020-07-21T13:31:12	2	88297370	Manon Bld	11526281							bicycle_parking									shed																																																																			
node/7733982710	node/7733982710				https://i.imgur.com/tgUgWvG.jpg						2020-07-21T13:29:45	2	88297297	Eleuthere	279790							bicycle_parking									stands																																																																			
node/7733982877	node/7733982877										2020-07-21T13:32:01	1	88297418	Katlijndc	10954098							bicycle_parking																																																																												
node/7733984615	node/7733984615				https://i.imgur.com/6k0saZQ.jpg						2020-07-21T13:42:54	2	88297907	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7733987900	node/7733987900										2020-07-21T13:30:27	1	88297332	Kathelijne	6761922							bicycle_parking																																																																												
node/7733988505	node/7733988505										2020-07-21T13:29:48	1	88297301	bxl-forever	2644288							bicycle_parking									two-tier																																																																			
node/7733989474	node/7733989474				https://i.imgur.com/e9SXx2R.jpg						2020-07-21T13:36:39	1	88297619	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7733991219	node/7733991219										2020-07-21T13:36:08	1	88297582	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733991220	node/7733991220										2020-07-21T13:36:08	1	88297582	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733993628	node/7733993628										2020-07-21T13:47:21	1	88298116	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733993979	node/7733993979										2020-07-21T13:30:45	1	88297346	Katlijndc	10954098							bicycle_parking																																																																												
node/7733994391	node/7733994391										2020-07-21T13:32:06	1	88297424	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7733994392	node/7733994392				https://i.imgur.com/hY2OtBp.jpg						2020-07-21T13:32:48	1	88297449	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7733996753	node/7733996753				https://i.imgur.com/U6fVXFL.jpg						2020-07-21T14:44:20	3	88299991	Alice_Detollenaere	3664236							bicycle_parking									stands	7																																																																		
node/7733996938	node/7733996938										2020-07-21T13:44:13	1	88297964	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733996939	node/7733996939										2020-07-21T13:44:13	1	88297964	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733997064	node/7733997064				https://i.imgur.com/2d3D4fe.jpg						2020-07-21T13:33:01	1	88297461	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733998418	node/7733998418										2020-07-21T13:32:48	1	88297448	vVYou	11526185							bicycle_parking									shed																																																																			
node/7733998419	node/7733998419										2020-07-21T13:32:48	1	88297448	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733998477	node/7733998477										2020-07-21T14:02:19	1	88298695	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7733998526	node/7733998526				https://i.imgur.com/yqXRnrb.jpg						2020-07-21T13:33:09	2	88297470	Piotr Barczak	11526233							bicycle_parking																																																																												
node/7734001759	node/7734001759				https://i.imgur.com/dfk2ZAd.jpg						2020-07-21T13:49:47	1	88298226	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7734002190	node/7734002190				https://i.imgur.com/CTHbF7k.jpg						2020-07-21T14:46:24	3	88300066	Alice_Detollenaere	3664236							bicycle_parking									stands	4																																																																		
node/7734002592	node/7734002592										2020-07-21T13:42:01	1	88297877	bxl-forever	2644288							bicycle_parking																																																																												
node/7734007765	node/7734007765										2020-07-21T13:40:57	1	88297825	Kathelijne	6761922							bicycle_parking																																																																												
node/7734008556	node/7734008556				https://i.imgur.com/sORkRlG.jpg						2020-07-21T13:40:33	3	88297804	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7734008622	node/7734008622				https://i.imgur.com/ecC2Zuv.jpg						2020-07-21T14:44:05	2	88299980	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7734009547	node/7734009547										2020-07-21T13:38:09	1	88297691	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734009548	node/7734009548										2020-07-21T13:38:09	1	88297691	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734009591	node/7734009591				https://i.imgur.com/qmKE3DQ.jpg						2020-07-21T13:38:01	1	88297684	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7734010136	node/7734010136										2020-07-21T13:41:38	1	88297857	vVYou	11526185							bicycle_parking									shed																																																																			
node/7734010137	node/7734010137										2020-07-21T13:41:38	1	88297857	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734010138	node/7734010138										2020-07-21T13:41:38	1	88297857	vVYou	11526185							bicycle_parking									shed																																																																			
node/7734010139	node/7734010139										2020-07-21T13:41:38	1	88297857	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734010140	node/7734010140										2020-07-21T13:41:38	1	88297857	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734010230	node/7734010230										2020-07-21T13:39:44	1	88297769	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7734011053	node/7734011053				https://i.imgur.com/QDRTr7k.jpg						2020-07-21T14:42:30	3	88299905	Alice_Detollenaere	3664236							bicycle_parking									stands	2																																																																		
node/7734012209	node/7734012209				https://i.imgur.com/Zd0oblM.jpg						2020-07-21T14:45:37	2	88300040	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7734013794	node/7734013794				https://i.imgur.com/9p9ZjU6.jpg						2020-07-21T14:43:23	3	88299946	Alice_Detollenaere	3664236							bicycle_parking									stands	2																																																																		
node/7734013795	node/7734013795				https://i.imgur.com/yiytNj8.jpg						2020-07-21T14:39:33	2	88299785	Alice_Detollenaere	3664236							bicycle_parking										2																																																																		
node/7734013875	node/7734013875										2020-07-21T14:19:12	1	88299166	Katlijndc	10954098							bicycle_parking																																																																												
node/7734014188	node/7734014188										2020-07-21T13:42:10	1	88297884	Manon Bld	11526281							bicycle_parking																																																																												
node/7734014428	node/7734014428				https://i.imgur.com/RH5KTsv.jpg						2020-07-21T14:45:56	2	88300049	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7734014429	node/7734014429				https://i.imgur.com/Z684yiP.jpg						2020-07-21T14:46:16	2	88300062	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7734014455	node/7734014455										2020-07-21T13:57:37	1	88298515	vVYou	11526185			private				bicycle_repair_station																																											yes	no			yes	no																												
node/7734016118	node/7734016118										2020-07-21T13:46:46	1	88298102	bxl-forever	2644288							bicycle_parking									stands	6	no																																																																	
node/7734016284	node/7734016284										2020-07-21T13:41:34	1	88297850	Driesvr	4757701							bicycle_parking																																																																												
node/7734016518	node/7734016518										2020-07-21T13:57:46	1	88298521	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7734016548	node/7734016548										2020-07-21T14:32:30	1	88299529	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734017683	node/7734017683				https://i.imgur.com/PB3DEGP.jpg						2020-07-21T14:40:10	2	88299809	Alice_Detollenaere	3664236							bicycle_parking										2																																																																		
node/7734018885	node/7734018885										2020-07-21T13:42:39	1	88297902	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734018886	node/7734018886										2020-07-21T13:43:03	1	88297914	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7734019369	node/7734019369										2020-07-21T13:45:46	1	88298054	Manon Bld	11526281							bicycle_parking																																																																												
node/7734019429	node/7734019429										2020-07-21T14:07:02	1	88298858	Katlijndc	10954098							bicycle_parking																																																																												
node/7734019837	node/7734019837				https://i.imgur.com/JUKe7kf.jpg						2020-07-21T13:55:25	2	88298444	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7734019838	node/7734019838				https://i.imgur.com/5dOd5cT.jpg						2020-07-21T13:54:58	2	88298426	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7734020173	node/7734020173				https://i.imgur.com/Vnbn9L5.jpg						2020-07-21T14:41:45	3	88299874	Alice_Detollenaere	3664236							bicycle_parking									stands	1																																																																		
node/7734020521	node/7734020521										2020-07-21T13:51:33	1	88298295	vVYou	11526185							bicycle_parking									shed																																																																			
node/7734021596	node/7734021596										2020-07-21T13:45:13	1	88298021	Manon Bld	11526281							bicycle_parking																																																																												
node/7734021603	node/7734021603				https://i.imgur.com/8rJYwJ7.jpg						2020-07-21T13:48:54	1	88298180	Piotr Barczak	11526233							bicycle_parking																																																																												
node/7734022147	node/7734022147										2020-07-21T13:45:44	1	88298052	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7734023299	node/7734023299										2020-07-21T13:48:34	1	88298165	Manon Bld	11526281							bicycle_parking									stands																																																																			
node/7734023300	node/7734023300										2020-07-21T13:48:34	1	88298165	Manon Bld	11526281							bicycle_parking																																																																												
node/7734025242	node/7734025242				https://i.imgur.com/NVS52ys.jpg						2020-07-21T14:40:51	3	88299840	Alice_Detollenaere	3664236							bicycle_parking									stands	2																																																																		
node/7734025289	node/7734025289				https://i.imgur.com/2zHSYz3.jpg						2020-07-21T14:37:41	3	88299729	Alice_Detollenaere	3664236							bicycle_parking									stands	2																																																																		
node/7734025987	node/7734025987										2020-07-21T13:48:43	1	88298169	Driesvr	4757701							bicycle_parking									stands																																																																			
node/7734027994	node/7734027994										2020-07-21T13:48:50	1	88298175	vVYou	11526185							bicycle_parking									stands																																																																			
node/7734028064	node/7734028064										2020-07-21T13:56:09	1	88298466	vVYou	11526185			private				bicycle_repair_station																																											yes	no			yes	no																												
node/7734028364	node/7734028364				https://i.imgur.com/fAuJS7l.jpg						2020-07-21T13:48:22	1	88298153	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7734029098	node/7734029098										2020-07-21T13:55:22	1	88298438	Katlijndc	10954098							bicycle_parking																																																																												
node/7734029099	node/7734029099										2020-07-21T13:55:22	1	88298438	Katlijndc	10954098							bicycle_parking																																																																												
node/7734029330	node/7734029330				https://i.imgur.com/AmtKEJt.jpg						2020-07-21T13:56:10	2	88298467	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7734030548	node/7734030548										2020-07-21T13:50:46	1	88298263	bxl-forever	2644288							bicycle_parking																																																																												
node/7734030549	node/7734030549										2020-07-21T13:50:46	1	88298263	bxl-forever	2644288							bicycle_parking																																																																												
node/7734032444	node/7734032444										2020-07-21T14:16:18	1	88299062	Katlijndc	10954098							bicycle_parking																																																																												
node/7734032467	node/7734032467				https://i.imgur.com/LaOVbZg.jpg						2020-07-21T14:34:24	1	88299615	Piotr Barczak	11526233							bicycle_parking									stands																																																																			
node/7734033215	node/7734033215										2020-07-21T13:52:14	1	88298327	Driesvr	4757701							bicycle_parking									stands																																																																			
